id,old_holder_type,new_holder_type,old_sector,new_sector,old_sub_sector,new_sub_sector,changed,action
783,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
784,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
785,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
786,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
787,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
788,"""institution""","""institution""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
789,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
790,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
791,"""institution""","""institution""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
792,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
793,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
794,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
795,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
796,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
797,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
798,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
799,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
800,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
801,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
802,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""transportation""","""transportation""",False,skip
803,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
804,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
805,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
806,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
807,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
808,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
809,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
812,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
813,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
814,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
815,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
816,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
817,"""insider""","""insider""","""energy""","""energy""","""alternative-energy""","""alternative-energy""",False,skip
819,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
820,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
821,"""insider""","""insider""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
822,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
823,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
824,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
825,"""insider""","""insider""","""energy""","""energy""","""alternative-energy""","""alternative-energy""",False,skip
826,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
830,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
839,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
841,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
844,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
845,"""institution""","""institution""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
854,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
855,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
857,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
858,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
859,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
860,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
861,"""institution""","""institution""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
862,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
863,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
864,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
865,"""institution""","""institution""","""infrastructures""","""infrastructures""","""heavy-constructions-civil-engineering""","""heavy-constructions-civil-engineering""",False,skip
866,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
867,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
868,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
869,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
871,"""institution""","""institution""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
872,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
877,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""transportation""","""transportation""",False,skip
878,"""insider""","""insider""","""infrastructures""","""infrastructures""","""transportation-infrastructure""","""transportation-infrastructure""",False,skip
879,"""insider""","""insider""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
880,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
881,"""insider""","""insider""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
882,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""transportation""","""transportation""",False,skip
883,"""insider""","""insider""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
884,"""insider""","""insider""","""financials""","""financials""","""insurance""","""insurance""",False,skip
885,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
886,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
887,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
889,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
891,"""institution""","""institution""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
892,"""insider""","""insider""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
893,"""insider""","""insider""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
894,"""institution""","""institution""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
895,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
896,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
899,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
900,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
901,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
902,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
903,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
904,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
905,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
906,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
907,"""insider""","""insider""","""industrials""","""industrials""","""multi-sector-holdings""","""multi-sector-holdings""",False,skip
908,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
909,"""insider""","""insider""","""financials""","""financials""","""banks""","""banks""",False,skip
910,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
911,"""insider""","""insider""","""financials""","""financials""","""banks""","""banks""",False,skip
912,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
913,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
914,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
915,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
916,"""insider""","""insider""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
917,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
918,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
919,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
920,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
921,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
922,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
923,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
924,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
925,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
926,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
927,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
928,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
929,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
930,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
934,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
935,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
936,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
937,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
938,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
939,"""institution""","""institution""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
1002,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1003,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1004,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1005,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1006,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1007,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1008,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
1009,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1010,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1011,"""institution""","""institution""","""consumer-cyclicals""","""consumer-cyclicals""","""household-goods""","""household-goods""",False,skip
1012,"""insider""","""insider""","""financials""","""financials""","""banks""","""banks""",False,skip
1013,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1015,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
1016,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
1017,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1018,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1019,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1020,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
1021,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1022,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1023,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1024,"""institution""","""institution""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1025,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1026,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1027,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1028,"""insider""","""insider""","""infrastructures""","""infrastructures""","""heavy-constructions-civil-engineering""","""heavy-constructions-civil-engineering""",False,skip
1029,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1030,"""institution""","""institution""","""financials""","""financials""","""financing-service""","""financing-service""",False,skip
1031,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1032,"""institution""","""institution""","""financials""","""financials""","""insurance""","""insurance""",False,skip
1033,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1034,"""institution""","""institution""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1035,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
1036,"""institution""","""institution""","""financials""","""financials""","""financing-service""","""financing-service""",False,skip
1037,"""insider""","""insider""","""financials""","""financials""","""financing-service""","""financing-service""",False,skip
1038,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1039,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""retailing""","""retailing""",False,skip
1040,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""nondurable-household-products""","""nondurable-household-products""",False,skip
1041,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
1042,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
1043,"""institution""","""institution""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
1044,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""retailing""","""retailing""",False,skip
1046,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1047,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
1048,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
1049,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""retailing""","""retailing""",False,skip
1050,"""insider""","""insider""","""infrastructures""","""infrastructures""","""heavy-constructions-civil-engineering""","""heavy-constructions-civil-engineering""",False,skip
1051,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1052,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
1053,"""insider""","""insider""","""financials""","""financials""","""banks""","""banks""",False,skip
1054,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1055,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""automobiles-components""","""automobiles-components""",False,skip
1056,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1057,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1058,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1059,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1060,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1061,"""insider""","""insider""","""financials""","""financials""","""financing-service""","""financing-service""",False,skip
1062,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1063,"""institution""","""institution""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
1064,"""insider""","""insider""","""financials""","""financials""","""banks""","""banks""",False,skip
1065,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-staples-retailing""","""food-staples-retailing""",False,skip
1066,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1067,"""institution""","""institution""","""consumer-cyclicals""","""consumer-cyclicals""","""media-entertainment""","""media-entertainment""",False,skip
1068,"""institution""","""institution""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1069,"""institution""","""institution""","""financials""","""financials""","""insurance""","""insurance""",False,skip
1070,"""institution""","""institution""","""financials""","""financials""","""insurance""","""insurance""",False,skip
1071,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1072,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
1073,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1074,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1075,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1076,"""insider""","""insider""","""industrials""","""industrials""","""industrial-services""","""industrial-services""",False,skip
1077,"""insider""","""insider""","""infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",False,skip
1078,"""insider""","""insider""","""infrastructures""","""infrastructures""","""telecommunication""","""telecommunication""",False,skip
1081,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
1082,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1083,"""institution""","""institution""","""financials""","""financials""","""financing-service""","""financing-service""",False,skip
1084,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1085,"""insider""","""insider""","""financials""","""financials""","""banks""","""banks""",False,skip
1086,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1087,"""insider""","""insider""","""infrastructures""","""infrastructures""","""heavy-constructions-civil-engineering""","""heavy-constructions-civil-engineering""",False,skip
1088,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1089,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1090,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1091,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1092,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
1093,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1094,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1095,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1096,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1097,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1098,"""insider""","""insider""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
1099,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""consumer-services""","""consumer-services""",False,skip
1101,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
1102,"""insider""","""insider""","""transportation-logistic""","""transportation-logistic""","""logistics-deliveries""","""logistics-deliveries""",False,skip
1103,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
1104,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1105,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1106,"""institution""","""institution""","""transportation-logistic""","""transportation-logistic""","""transportation""","""transportation""",False,skip
1107,"""insider""","""insider""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1108,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1110,"""insider""","""insider""","""financials""","""financials""","""financing-service""","""financing-service""",False,skip
1111,"""insider""","""insider""","""infrastructures""","""infrastructures""","""heavy-constructions-civil-engineering""","""heavy-constructions-civil-engineering""",False,skip
1112,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1113,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1114,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1115,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1116,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1117,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1119,"""institution""","""institution""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1120,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1121,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1122,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1123,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1125,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1126,"""insider""","""insider""","""industrials""","""industrials""","""industrial-goods""","""industrial-goods""",False,skip
1127,"""institution""","""institution""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1128,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1130,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1132,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1133,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1134,"""insider""","""insider""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1135,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1136,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1139,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1140,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1141,"""institution""","""institution""","""consumer-non-cyclicals""","""consumer-non-cyclicals""","""food-beverage""","""food-beverage""",False,skip
1142,"""insider""","""insider""","""healthcare""","""healthcare""","""healthcare-equipment-providers""","""healthcare-equipment-providers""",False,skip
1143,"""institution""","""institution""","""transportation-logistic""","""transportation-logistic""","""transportation""","""transportation""",False,skip
1144,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1145,"""institution""","""institution""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1148,"""insider""","""insider""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
1152,"""institution""","""institution""","""financials""","""financials""","""holding-investment-companies""","""holding-investment-companies""",False,skip
1154,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
1157,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
1161,"""institution""","""institution""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
1162,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
1165,"""institution""","""institution""","""financials""","""financials""","""banks""","""banks""",False,skip
1167,"""institution""","""institution""","""consumer-cyclicals""","""consumer-cyclicals""","""automobiles-components""","""automobiles-components""",False,skip
1169,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""household-goods""","""household-goods""",False,skip
1170,"""insider""","""insider""","""consumer-cyclicals""","""consumer-cyclicals""","""automobiles-components""","""automobiles-components""",False,skip
1171,"""insider""","""insider""","""basic-materials""","""basic-materials""","""basic-materials""","""basic-materials""",False,skip
1172,"""insider""","""insider""","""technology""","""technology""","""technology-hardware-equipment""","""technology-hardware-equipment""",False,skip
1173,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1174,"""insider""","""insider""","""technology""","""technology""","""software-it-services""","""software-it-services""",False,skip
1175,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
1176,"""institution""","""institution""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
1177,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
1178,"""institution""","""institution""","""infrastructures""","""infrastructures""","""utilities""","""utilities""",False,skip
1179,"""institution""","""institution""","""energy""","""energy""","""oil-gas-coal""","""oil-gas-coal""",False,skip
1180,"""insider""","""insider""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""","""properties-real-estate""",False,skip
